FLOOR,720.00,-20.00,200.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,200.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,200.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-80.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,80.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-160.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,160.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-240.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,240.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-320.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,320.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-400.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,400.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-480.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,480.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-560.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,560.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-640.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,640.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-720.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,720.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,300.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-80.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,80.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-160.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,160.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-240.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,240.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-320.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,320.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-400.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,400.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-480.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,480.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-560.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,560.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-640.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,640.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-720.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,720.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,400.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-80.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,80.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-160.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,160.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-240.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,240.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-320.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,320.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-400.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,400.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-480.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,480.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-560.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,560.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-640.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,640.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-720.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,720.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,500.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-80.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,80.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-160.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,160.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-240.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,240.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-320.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,320.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-400.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,400.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-480.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,480.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-560.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,560.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-640.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,640.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-720.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,720.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,600.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-80.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,80.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-160.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,160.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-240.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,240.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-320.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,320.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-400.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,400.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-480.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,480.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-560.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,560.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-640.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,640.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-720.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,720.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,700.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-80.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,80.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-160.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,160.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-240.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,240.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-320.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,320.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-400.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,400.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-480.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,480.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-560.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,560.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-640.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,640.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-720.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,720.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,800.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-80.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,80.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-160.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,160.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-240.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,240.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-320.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,320.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-400.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,400.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-480.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,480.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-560.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,560.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-640.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,640.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-720.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,720.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,900.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-80.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,80.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-160.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,160.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-240.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,240.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-320.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,320.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-400.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,400.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-480.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,480.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-560.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,560.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-640.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,640.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-720.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,720.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,-800.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,800.00,-20.00,1000.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,0.0000,0.0000
FLOOR,0.00,-20.00,1100.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,-1.5708,0.0000
FLOOR,-0.00,-20.00,1180.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,-1.5708,0.0000
FLOOR,0.00,-20.00,1020.00,300.0,1.0,200.0,0.0,0.0,0.0,-0.0000,-1.5708,0.0000
